filename,ssim,psnr,status
EES0423326__X03__Y39__P009.jpg,0.947712,21.694186,ok
EES0423326__X03__Y3C__P010.jpg,0.950636,24.569029,ok
EES0423326__X06__Y33__P011.jpg,0.800927,19.747954,ok
EES0423326__X06__Y36__P012.jpg,0.923674,26.138402,ok
EES0423326__X0C__Y0C__P013.jpg,0.893659,25.787486,ok
EES0423326__X0F__Y3F__P014.jpg,0.821925,20.061703,ok
EES0423326__X15__Y42__P015.jpg,0.788069,20.605862,ok
EES0423326__X1B__Y42__P016.jpg,0.710718,16.701133,ok
EES0423326__X27__Y45__P017.jpg,0.950825,24.319299,ok
EES0423326__X2A__Y03__P018.jpg,0.913281,24.805808,ok
EES0423326__X2A__Y45__P019.jpg,0.945872,21.541837,ok
EES0423326__X30__Y03__P020.jpg,0.837398,22.262489,ok
EES0423326__X33__Y06__P021.jpg,0.791704,19.708109,ok
EES0423326__X36__Y06__P022.jpg,0.843349,23.408357,ok
EES0423326__X3C__Y15__P023.jpg,0.856818,23.895904,ok
EES0423326__X3F__Y18__P024.jpg,0.800580,20.615547,ok
EES0423326__X42__Y2A__P025.jpg,0.771730,21.138655,ok
EES0423327__X0C__Y06__P001.jpg,0.931664,22.078360,ok
EES0423327__X0C__Y1E__P002.jpg,0.882857,20.814655,ok
EES0423327__X0C__Y21__P003.jpg,0.931975,24.582245,ok
EES0423327__X15__Y12__P004.jpg,0.952768,28.039239,ok
EES0423327__X18__Y0F__P005.jpg,0.894265,23.699154,ok
EES0423327__X18__Y15__P006.jpg,0.807889,22.005854,ok
EES0423327__X1B__Y15__P007.jpg,0.893244,23.480683,ok
EES0423327__X1E__Y15__P008.jpg,0.878130,22.130801,ok
EES0423327__X21__Y09__P009.jpg,0.948499,23.885172,ok
EES0423327__X21__Y15__P010.jpg,0.813569,20.703760,ok
EES0423327__X24__Y09__P011.jpg,0.872805,23.228797,ok
EES0423327__X24__Y18__P012.jpg,0.884752,22.642091,ok
EES0423327__X24__Y1B__P013.jpg,0.863938,21.760304,ok
EES0423327__X36__Y1B__P014.jpg,0.841612,20.630988,ok
EES0423327__X06__Y1E__P015.jpg,0.883640,20.969120,ok
