filename,ssim,psnr,status
EES0423326__X3C__Y15__P023.jpg,0.861037,21.071356,ok
EES0423326__X3F__Y18__P024.jpg,0.913556,21.320321,ok
EES0423326__X42__Y2A__P025.jpg,0.770515,20.185135,ok
EES0423327__X0C__Y06__P001.jpg,0.840905,22.086483,ok
EES0423327__X0C__Y1E__P002.jpg,0.814483,20.660426,ok
EES0423327__X0C__Y21__P003.jpg,0.832836,21.711777,ok
EES0423327__X15__Y12__P004.jpg,0.845828,20.967750,ok
EES0423327__X18__Y0F__P005.jpg,0.836712,23.727798,ok
EES0423327__X18__Y15__P006.jpg,0.848831,21.547958,ok
EES0423327__X1B__Y15__P007.jpg,0.825542,22.497061,ok
EES0423327__X1E__Y15__P008.jpg,0.845300,23.066532,ok
EES0423327__X21__Y09__P009.jpg,0.890686,21.184040,ok
EES0423327__X21__Y15__P010.jpg,0.785678,20.955383,ok
EES0423327__X24__Y09__P011.jpg,0.888740,21.197158,ok
EES0423327__X24__Y18__P012.jpg,0.834895,22.247624,ok
EES0423327__X24__Y1B__P013.jpg,0.787053,20.564902,ok
EES0423327__X36__Y1B__P014.jpg,0.832607,22.076901,ok
EES0423327__X06__Y1E__P015.jpg,0.887936,24.944013,ok
