filename,ssim,psnr,status
EES0423324__X06__Y18__P001.jpg,0.911725,20.932301,ok
EES0423324__X06__Y1B__P002.jpg,0.979846,27.299418,ok
EES0423324__X06__Y1E__P003.jpg,0.939025,22.372427,ok
EES0423324__X06__Y21__P004.jpg,0.863091,22.040485,ok
EES0423324__X06__Y24__P005.jpg,0.964833,23.375666,ok
EES0423324__X06__Y27__P006.jpg,0.780754,21.125427,ok
EES0423324__X06__Y2A__P007.jpg,0.949079,22.096631,ok
EES0423324__X06__Y2D__P008.jpg,0.810092,22.429584,ok
EES0423324__X06__Y30__P009.jpg,0.913422,18.685829,ok
EES0423324__X06__Y33__P010.jpg,0.721189,18.683434,ok
EES0423324__X06__Y36__P011.jpg,0.969634,23.691890,ok
EES0423324__X09__Y15__P012.jpg,0.905523,21.495571,ok
EES0423324__X09__Y18__P013.jpg,0.915716,19.935917,ok
EES0423324__X09__Y1B__P014.jpg,0.950992,21.780051,ok
EES0423324__X09__Y30__P015.jpg,0.920491,20.954378,ok
EES0423324__X09__Y33__P016.jpg,0.942661,22.583390,ok
EES0423324__X09__Y36__P017.jpg,0.975892,22.689385,ok
EES0423324__X09__Y39__P018.jpg,0.957703,21.009538,ok
EES0423324__X0C__Y0F__P019.jpg,0.983506,26.318864,ok
EES0423324__X0C__Y12__P020.jpg,0.949482,22.061861,ok
EES0423324__X0C__Y39__P021.jpg,0.967522,22.988238,ok
EES0423324__X0F__Y0F__P022.jpg,0.955904,23.133700,ok
EES0423324__X12__Y42__P023.jpg,0.956645,20.993923,ok
EES0423324__X15__Y09__P024.jpg,0.954545,23.749261,ok
EES0423324__X15__Y0C__P025.jpg,0.932817,21.975714,ok
EES0423325__X15__Y42__P001.jpg,0.922669,20.950752,ok
EES0423325__X18__Y09__P002.jpg,0.867166,21.232193,ok
EES0423325__X1B__Y45__P003.jpg,0.957993,23.499530,ok
EES0423325__X1E__Y45__P004.jpg,0.905028,20.077117,ok
EES0423325__X21__Y06__P005.jpg,0.907996,19.722281,ok
EES0423325__X21__Y45__P006.jpg,0.924339,22.278028,ok
EES0423325__X24__Y06__P007.jpg,0.916918,21.600230,ok
EES0423325__X24__Y45__P008.jpg,0.779978,21.171334,ok
EES0423325__X27__Y06__P009.jpg,0.985100,30.870039,ok
EES0423325__X42__Y2D__P010.jpg,0.943682,21.405203,ok
EES0423325__X45__Y2D__P011.jpg,0.947545,21.274671,ok
EES0423325__X48__Y06__P012.jpg,0.969556,23.624531,ok
EES0423325__X48__Y09__P013.jpg,0.600078,14.881718,ok
EES0423325__X48__Y0C__P014.jpg,0.984192,27.622985,ok
EES0423325__X48__Y0F__P015.jpg,0.772933,19.398524,ok
EES0423325__X48__Y12__P016.jpg,0.503081,12.405758,ok
EES0423325__X48__Y15__P017.jpg,0.981966,24.603078,ok
EES0423325__X48__Y18__P018.jpg,0.889195,22.682810,ok
EES0423325__X48__Y1B__P019.jpg,0.967464,25.077754,ok
EES0423325__X48__Y1E__P020.jpg,0.967589,23.666989,ok
EES0423325__X48__Y2A__P021.jpg,0.982422,26.736818,ok
EES0423325__X48__Y30__P022.jpg,0.980998,25.983212,ok
EES0423325__X48__Y33__P023.jpg,0.974330,23.462163,ok
EES0423325__X48__Y36__P024.jpg,0.965519,24.769842,ok
EES0423325__X48__Y39__P025.jpg,0.976996,24.480844,ok
EES0423326__X48__Y3C__P001.jpg,0.978084,25.763885,ok
EES0423326__X48__Y3F__P002.jpg,0.975435,24.379651,ok
EES0423326__X48__Y42__P003.jpg,0.970266,24.772934,ok
EES0423326__X48__Y45__P004.jpg,0.976528,25.297000,ok
EES0423326__X48__Y48__P005.jpg,0.979823,25.888125,ok
EES0423326__X03__Y27__P006.jpg,0.576727,16.080653,ok
EES0423326__X03__Y2D__P007.jpg,0.813155,20.544247,ok
EES0423326__X03__Y30__P008.jpg,0.879917,19.232440,ok
EES0423326__X03__Y39__P009.jpg,0.980166,24.753750,ok
EES0423326__X03__Y3C__P010.jpg,0.983224,27.532066,ok
EES0423326__X06__Y33__P011.jpg,0.793493,21.378054,ok
EES0423326__X06__Y36__P012.jpg,0.960446,23.111972,ok
EES0423326__X0C__Y0C__P013.jpg,0.933244,22.265539,ok
